manger_ID,First Name,Last Name,Team ID,Age,Date,End Date
42,Tracy,Garcia,246,65,1946-07-22,1947-07-22
43,Deborah,Gardner,168,38,2004-04-16,2005-04-16
44,Jeremy,Ross,56,41,2014-04-17,2015-04-17
45,Aaron,Berry,127,51,1993-05-17,1994-05-17
46,Jared,Edwards,397,72,2012-06-20,2013-06-20
47,Alyssa,Scott,146,80,1989-05-02,1990-05-02
48,John,Marshall,290,23,1947-08-24,1948-08-23
49,Craig,Pineda,202,33,1961-09-22,1962-09-22
50,Chris,Valdez,77,23,1976-02-07,1977-02-06
51,Molly,Moss,185,80,1997-04-12,1998-04-12
52,Andrea,Hurley,429,33,2007-04-13,2008-04-12
53,Brittany,Zamora,178,22,1966-05-03,1967-05-03
54,Amanda,Hutchinson,143,61,1999-03-09,2000-03-08
55,John,Adams,38,76,1956-09-06,1957-09-06
56,Tony,Porter,134,64,1997-08-02,1998-08-02
57,Andrew,Craig,202,71,1973-02-24,1974-02-24
58,Joseph,Sullivan,210,43,2008-08-25,2009-08-25
59,Ryan,Myers,327,56,1949-11-05,1950-11-05
60,Christopher,Cook,453,68,1956-04-09,1957-04-09
61,Deborah,Armstrong,348,73,1967-04-26,1968-04-25
62,Denise,Juarez,216,46,1976-03-21,1977-03-21
63,Patricia,Romero,294,44,2009-11-01,2010-11-01
64,Daniel,Mcdaniel,451,35,1948-01-31,1949-01-30
65,Kim,Kaufman,349,49,1963-01-31,1964-01-31
66,Justin,Tate,257,69,1976-08-28,1977-08-28
67,Kerry,Hudson,384,67,1981-03-08,1982-03-08
68,Emily,Shelton,238,41,1983-03-29,1984-03-28
69,Jacob,Greer,40,28,2004-02-20,2005-02-19
70,Vickie,Martin,481,50,1987-08-10,1988-08-09
71,Tiffany,Anderson,19,51,2018-10-18,2019-10-18
72,Alicia,Powell,32,53,1984-05-09,1985-05-09
73,Jeffrey,Johnson,248,32,1994-06-14,1995-06-14
74,Daniel,Rodgers,499,65,1986-07-13,1987-07-13
75,Tiffany,Kent,394,51,1953-08-08,1954-08-08
76,Kevin,Harris,242,61,1954-08-23,1955-08-23
77,Chad,Wright,150,38,2009-05-29,2010-05-29
78,Hannah,Smith,353,58,2002-09-10,2003-09-10
79,Jennifer,Snyder,15,54,1962-03-28,1963-03-28
80,Thomas,Bruce,71,21,1993-08-10,1994-08-10
81,Joseph,Perry,231,48,1968-04-23,1969-04-23
82,Jeffrey,Mcclain,105,51,1975-03-26,1976-03-25
83,Eric,Levy,35,38,2019-08-07,2020-08-06
84,Jon,Martinez,233,46,1959-01-20,1960-01-20
85,Tracy,Martinez,430,69,1996-05-07,1997-05-07
86,Jessica,Young,439,77,1989-01-23,1990-01-23
87,Karen,Washington,48,65,1991-07-14,1992-07-13
88,Chloe,Quinn,260,41,1969-11-19,1970-11-19
89,Shelley,Stanley,421,48,1957-04-14,1958-04-14
90,Ann,Kennedy,487,32,1947-06-21,1948-06-20
91,Stephen,Morrison,248,27,1987-05-26,1988-05-25
92,Derek,Tucker,392,75,1957-07-09,1958-07-09
93,Alejandro,Farmer,405,68,1976-11-21,1977-11-21
94,Stephanie,Evans,226,69,2015-09-06,2016-09-05
95,Brett,Yates,181,31,1963-11-08,1964-11-07
96,Grant,Howard,77,77,1987-02-01,1988-02-01
97,Michael,Prince,146,75,1974-11-13,1975-11-13
98,Scott,Alvarez,169,51,1969-01-17,1970-01-17
99,Kenneth,Ferguson,341,57,1950-02-02,1951-02-02
100,Shelby,Mills,161,71,2018-02-08,2019-02-08
101,Alexa,Carlson,156,57,1981-05-10,1982-05-10
102,Alexandra,Larson,275,43,1991-02-21,1992-02-21
103,Timothy,Mcbride,226,20,1951-02-12,1952-02-12
104,Rebecca,Wong,463,66,1977-01-28,1978-01-28
105,Amber,Donovan,32,54,1951-01-30,1952-01-30
106,Jennifer,Hill,487,74,1979-03-24,1980-03-23
107,Stephanie,Hayes,149,68,1956-06-14,1957-06-14
108,Mercedes,Jackson,338,64,2012-09-24,2013-09-24
109,Maria,Martin,37,28,2021-06-17,2022-06-17
110,Courtney,Thomas,10,42,1992-02-06,1993-02-05
111,Tiffany,Adams,444,60,1976-01-09,1977-01-08
112,Judith,Ruiz,406,33,1963-09-17,1964-09-16
113,Adriana,Gonzales,27,45,1952-10-15,1953-10-15
114,Benjamin,Scott,101,62,1990-04-21,1991-04-21
115,Jerry,Villanueva,179,67,1999-02-17,2000-02-17
116,Cindy,Henderson,372,25,1991-02-26,1992-02-26
117,Shelia,Davis,218,53,1987-10-04,1988-10-03
118,Jennifer,Gonzalez,21,58,1955-03-04,1956-03-03
119,Nicholas,Jackson,329,34,1982-01-05,1983-01-05
120,Julie,Mcfarland,146,42,1962-08-20,1963-08-20
121,Katie,Wright,45,65,2022-11-05,2023-11-05
122,Lori,Davidson,47,78,1946-11-24,1947-11-24
123,Douglas,Rivera,242,77,2021-08-10,2022-08-10
124,John,Collins,214,47,1969-08-10,1970-08-10
125,Shelby,Davis,448,57,1949-03-10,1950-03-10
126,Karen,Gutierrez,122,51,2016-03-25,2017-03-25
127,Michelle,Williams,208,29,1971-10-21,1972-10-20
128,Jessica,Walton,469,23,1960-03-22,1961-03-22
129,Justin,Garcia,404,47,1970-07-16,1971-07-16
130,Michael,Salinas,119,20,2010-10-07,2011-10-07
131,Tammy,Norris,170,65,1959-06-01,1960-05-31
132,John,Mitchell,270,31,1990-09-27,1991-09-27
133,Zachary,Fisher,434,77,1967-05-18,1968-05-17
134,Kimberly,Cooper,42,59,1990-09-18,1991-09-18
135,Richard,Gomez,174,26,2020-02-10,2021-02-09
136,Henry,Davis,308,50,1950-04-19,1951-04-19
137,Michael,Ellis,189,33,1999-03-13,2000-03-12
138,Katherine,Patrick,298,78,1997-04-07,1998-04-07
139,Lauren,Russell,189,43,1954-06-10,1955-06-10
140,Noah,Garza,477,21,1951-10-22,1952-10-21
141,Stephanie,Wilson,272,34,2017-02-02,2018-02-02
142,Christopher,Johnson,107,43,2012-04-03,2013-04-03
143,James,Stuart,390,75,1986-03-15,1987-03-15
144,Natalie,Caldwell,493,62,1948-01-10,1949-01-09
145,Rachel,Mitchell,254,26,1980-03-26,1981-03-26
146,Ryan,Roberts,369,44,1973-09-04,1974-09-04
147,Julie,Russo,141,38,1987-03-13,1988-03-12
148,Jimmy,Smith,387,76,1957-03-13,1958-03-13
149,Mary,Wagner,419,71,2002-11-04,2003-11-04
150,Barbara,Park,155,63,1958-07-23,1959-07-23
151,Natasha,Griffin,390,65,1973-10-11,1974-10-11
152,Steven,Vega,278,56,2003-10-10,2004-10-09
153,Joseph,Price,190,41,1953-07-06,1954-07-06
154,Amy,Webb,180,65,1965-04-10,1966-04-10
155,Madeline,Dean,35,53,1999-03-03,2000-03-02
156,Melinda,Buchanan,494,32,2008-02-29,2009-02-28
157,Robin,Scott,291,45,2004-01-13,2005-01-12
158,Courtney,Hall,382,37,1981-08-23,1982-08-23
159,Patricia,Rodgers,12,64,2018-04-08,2019-04-08
160,Jennifer,Walters,65,42,1976-05-22,1977-05-22
161,Rachel,Martinez,492,30,1986-04-07,1987-04-07
162,Kimberly,Morales,115,72,1985-09-17,1986-09-17
163,Travis,Reed,340,45,1974-11-23,1975-11-23
164,William,Hall,55,77,2005-04-19,2006-04-19
165,Charles,Andrews,395,56,1998-11-13,1999-11-13
166,Stacy,Stafford,97,21,2006-09-15,2007-09-15
167,Michael,Hood,163,27,1987-01-08,1988-01-08
168,Adam,Ochoa,116,48,1993-03-24,1994-03-24
169,Kelly,Lopez,290,61,1997-04-24,1998-04-24
170,Linda,Green,24,79,1982-09-27,1983-09-27
171,Katherine,Rogers,366,30,2014-04-25,2015-04-25
172,James,Moore,101,30,1958-04-03,1959-04-03
173,Christine,Browning,210,72,1991-08-06,1992-08-05
174,John,Holland,365,79,1996-11-24,1997-11-24
175,Donna,Hardy,374,53,1985-02-08,1986-02-08
176,Candice,Mcconnell,390,19,1955-01-27,1956-01-27
177,Brenda,Hansen,375,77,1973-03-29,1974-03-29
178,Anna,Walker,410,52,1992-01-25,1993-01-24
179,Christina,Oneill,330,61,1953-10-02,1954-10-02
180,Shannon,Ramirez,321,46,1979-11-23,1980-11-22
181,Brian,Fernandez,388,29,2021-03-30,2022-03-30
182,John,Jones,88,62,2012-09-17,2013-09-17
183,Christian,Johnson,336,21,1976-11-23,1977-11-23
184,Nathan,Kim,15,79,1963-02-06,1964-02-06
185,Steven,Osborne,75,57,1958-03-29,1959-03-29
186,Ryan,Ray,156,33,1969-04-22,1970-04-22
187,Brooke,Parsons,250,43,1947-10-09,1948-10-08
188,Robert,Sexton,290,53,1958-08-02,1959-08-02
189,Michelle,Duncan,348,48,2017-08-25,2018-08-25
190,Michael,Brown,315,42,1979-01-19,1980-01-19
191,Laura,Williams,490,78,1954-03-20,1955-03-20
192,Michele,Mccann,214,41,1993-01-31,1994-01-31
193,Brian,Diaz,194,48,1971-08-01,1972-07-31
194,Nicholas,Smith,350,69,1989-11-24,1990-11-24
195,Nathan,Chambers,114,73,1963-01-30,1964-01-30
196,Alison,Carter,195,47,1951-04-17,1952-04-16
197,Jamie,Green,401,26,1999-02-11,2000-02-11
198,Scott,Miller,70,61,1958-08-18,1959-08-18
199,William,Reynolds,89,48,1981-10-07,1982-10-07
200,Nancy,Palmer,389,25,1952-05-18,1953-05-18
201,Victor,Weber,116,58,1980-09-17,1981-09-17
202,Jackie,Hernandez,322,53,1974-02-25,1975-02-25
203,Patricia,Rogers,21,36,1964-04-03,1965-04-03
204,Michael,Soto,362,34,2020-01-22,2021-01-21
205,Dana,Larsen,69,73,1984-09-14,1985-09-14
206,Andrea,Hall,421,76,2013-02-02,2014-02-02
207,Laurie,Stanley,305,29,1951-03-31,1952-03-30
208,Jennifer,Morrison,212,43,2022-03-07,2023-03-07
209,Jessica,Obrien,488,48,2003-07-10,2004-07-09
210,Denise,Dominguez,20,57,1994-01-20,1995-01-20
211,Heidi,Hoffman,210,64,1994-04-29,1995-04-29
212,Jennifer,Sutton,48,33,1991-09-15,1992-09-14
213,Robert,Serrano,341,30,2022-03-22,2023-03-22
214,Samantha,Smith,285,57,1946-03-27,1947-03-27
215,Larry,Wyatt,128,52,2010-08-03,2011-08-03
216,Earl,Rodriguez,423,56,2004-09-15,2005-09-15
217,Jason,Greene,191,80,1957-07-01,1958-07-01
218,Mary,Vance,124,21,1969-08-25,1970-08-25
219,Kelly,Santiago,240,46,1970-02-18,1971-02-18
220,Michael,Harris,114,37,1947-05-31,1948-05-30
221,Mason,Curtis,349,28,2014-11-14,2015-11-14
222,James,Smith,137,50,1970-04-29,1971-04-29
223,Sara,Jones,46,41,2019-10-20,2020-10-19
224,Anna,Johnson,495,35,2014-11-17,2015-11-17
225,Michael,Padilla,30,73,1994-03-18,1995-03-18
226,Amy,Murphy,325,42,2010-01-28,2011-01-28
227,Ernest,Rodriguez,3,28,2011-02-26,2012-02-26
228,Kristen,Petty,340,71,1988-03-24,1989-03-24
229,Danielle,Dyer,202,44,1952-04-15,1953-04-15
230,William,Decker,194,18,2002-06-23,2003-06-23
231,Lisa,Barry,332,52,2003-06-06,2004-06-05
232,Daryl,Bates,20,78,1946-02-21,1947-02-21
233,Patrick,Duke,69,63,2008-07-29,2009-07-29
234,Colleen,House,145,52,1956-05-29,1957-05-29
235,Joshua,Nguyen,286,24,1985-10-05,1986-10-05
236,Anna,Mcclure,60,57,1949-02-21,1950-02-21
237,Courtney,Martin,377,63,1959-09-26,1960-09-25
238,Todd,Serrano,469,26,1951-10-30,1952-10-29
239,Michele,Glover,480,21,1976-06-20,1977-06-20
240,Bryan,Moon,401,52,1979-09-03,1980-09-02
241,Kimberly,Eaton,34,18,2010-05-04,2011-05-04
242,Bryan,Stevens,418,35,2004-10-11,2005-10-11
243,Jonathan,Dyer,352,43,1960-01-23,1961-01-22
244,Paige,Woods,446,22,2007-06-19,2008-06-18
245,Christopher,Smith,217,52,1965-08-29,1966-08-29
246,Jason,Adams,85,68,1982-10-10,1983-10-10
247,David,Thompson,489,53,2022-08-09,2023-08-09
248,Nichole,Jones,393,25,1948-07-05,1949-07-05
249,John,Vega,382,34,1951-01-06,1952-01-06
250,Gregory,Lee,85,54,1980-02-22,1981-02-21
251,Cynthia,Riley,133,65,1988-03-13,1989-03-13
252,Joe,Mitchell,348,64,1966-04-13,1967-04-13
253,Gary,Garcia,311,30,1963-01-08,1964-01-08
254,Patricia,Camacho,27,51,1963-08-03,1964-08-02
255,Jennifer,Dickerson,484,63,1990-04-27,1991-04-27
256,Ashley,Jones,258,52,1958-11-07,1959-11-07
257,Eric,Guerra,89,38,1980-04-15,1981-04-15
258,John,Curtis,68,48,1990-10-11,1991-10-11
259,Victoria,Turner,436,53,1961-10-04,1962-10-04
260,Danielle,Smith,498,33,1977-09-09,1978-09-09
261,Cheryl,English,243,56,2019-02-16,2020-02-16
262,Willie,Cooper,304,56,2003-04-13,2004-04-12
263,Lucas,West,6,59,1998-07-09,1999-07-09
264,Leslie,Long,63,63,1977-09-13,1978-09-13
265,Kevin,Boyd,310,20,2023-03-18,2024-03-17
266,Debra,Morrow,85,33,1974-05-21,1975-05-21
267,Laura,White,469,69,1979-08-20,1980-08-19
268,Laura,Chavez,361,51,1989-05-23,1990-05-23
269,David,Long,162,79,1976-09-18,1977-09-18
270,Natalie,Long,163,39,1993-06-08,1994-06-08
271,Marisa,Morrison,197,80,2008-06-19,2009-06-19
272,Jonathan,White,389,34,1975-08-26,1976-08-25
273,Ashley,Davies,75,29,1987-11-03,1988-11-02
274,Brooke,Lynch,439,78,2021-02-17,2022-02-17
275,Ernest,Jensen,216,60,1977-11-18,1978-11-18
276,Gerald,Thomas,344,27,1959-01-11,1960-01-11
277,Ricardo,Hamilton,148,58,1953-08-31,1954-08-31
278,Bryan,Cortez,24,60,1980-02-14,1981-02-13
279,Julian,Guerrero,415,49,2008-07-13,2009-07-13
280,Sabrina,Ramirez,119,26,1984-10-12,1985-10-12
281,Douglas,Stevenson,19,45,1986-11-16,1987-11-16
282,Philip,Adams,288,80,1993-07-27,1994-07-27
283,Chelsea,Stanton,118,51,1981-11-13,1982-11-13
284,Janet,Blake,223,38,2021-06-21,2022-06-21
285,John,Jackson,209,60,1955-06-11,1956-06-10
286,Todd,Thompson,7,75,1975-04-08,1976-04-07
287,Crystal,Hill,439,58,1965-02-18,1966-02-18
288,Karen,Yoder,64,31,1960-03-13,1961-03-13
289,Laura,Powell,136,55,1983-09-26,1984-09-25
290,Antonio,Marquez,499,78,1980-10-25,1981-10-25
291,Angel,Pope,101,75,1961-01-29,1962-01-29
292,Joan,Hooper,406,27,2021-11-05,2022-11-05
293,Shannon,Wagner,182,72,1951-04-11,1952-04-10
294,Brandon,Lyons,472,68,1947-07-16,1948-07-15
295,Jeffrey,Young,202,69,1970-09-06,1971-09-06
296,Nicholas,Lane,399,45,1948-10-31,1949-10-31
297,Amy,Payne,339,49,2013-11-19,2014-11-19
298,Amber,Wagner,496,70,1995-09-21,1996-09-20
299,Crystal,Hudson,216,64,1971-05-05,1972-05-04
300,Sarah,Allen,170,69,1991-11-24,1992-11-23
301,Joseph,Thomas,55,23,1957-01-02,1958-01-02
302,Melissa,Mckay,268,63,1947-10-23,1948-10-22
303,Caroline,Thomas,133,79,1962-11-09,1963-11-09
304,Victor,Gregory,422,55,1992-02-20,1993-02-19
305,Aaron,Allen,29,33,1987-11-01,1988-10-31
306,Jessica,Crawford,332,50,1948-04-11,1949-04-11
307,Jessica,Moore,335,36,1964-10-10,1965-10-10
308,Chelsea,Allen,500,45,1957-06-05,1958-06-05
309,Ryan,Alvarez,423,66,1991-05-28,1992-05-27
310,Laura,Travis,272,54,1979-06-23,1980-06-22
311,Andrew,Pollard,238,69,1966-05-23,1967-05-23
312,Michele,Whitaker,487,64,2005-11-15,2006-11-15
313,Robert,Wu,118,30,2011-06-24,2012-06-23
314,Nicole,Simpson,21,67,1953-11-19,1954-11-19
315,Patrick,Christensen,463,77,1975-02-15,1976-02-15
316,Alyssa,Davis,438,33,2016-01-29,2017-01-28
317,Rachel,Duke,341,60,1955-08-03,1956-08-02
318,Joshua,Smith,353,73,2021-08-11,2022-08-11
319,Stephanie,Stewart,100,47,1960-08-14,1961-08-14
320,Edward,Bryant,399,50,1980-02-24,1981-02-23
321,Cassandra,Thomas,244,30,1967-01-31,1968-01-31
322,Kimberly,Gray,331,30,2018-04-22,2019-04-22
323,Kathleen,Green,463,34,2006-11-01,2007-11-01
324,Laura,Mendoza,48,25,1956-02-19,1957-02-18
325,James,Bridges,82,46,2000-03-18,2001-03-18
326,Amanda,Castillo,348,47,1999-11-19,2000-11-18
327,Monica,Boone,419,38,1990-11-24,1991-11-24
328,Lonnie,Wong,398,79,1977-09-11,1978-09-11
329,Julie,Ross,3,70,1960-09-25,1961-09-25
330,Robert,Alexander,135,35,2020-05-22,2021-05-22
331,Taylor,Manning,26,24,1972-09-24,1973-09-24
332,Jennifer,Miller,32,68,2014-09-30,2015-09-30
333,Nicholas,Johnson,134,71,2004-03-01,2005-03-01
334,Spencer,Buck,168,66,2014-11-19,2015-11-19
335,Adam,Dalton,81,33,1992-03-11,1993-03-11
336,Rebecca,Hamilton,350,35,1969-04-05,1970-04-05
337,James,Barnett,479,30,1954-11-29,1955-11-29
338,John,Vang,117,77,2013-10-28,2014-10-28
339,Alisha,Harrison,334,58,2014-10-29,2015-10-29
340,Alison,Guzman,130,29,1975-06-10,1976-06-09
341,Jamie,Harper,133,51,2014-06-12,2015-06-12
342,Robert,Clark,263,35,1983-07-02,1984-07-01
343,Nathan,Oliver,43,79,1981-03-24,1982-03-24
344,Alan,Sanders,416,73,1954-03-04,1955-03-04
345,Michael,Armstrong,73,29,2016-06-15,2017-06-15
346,April,Dudley,427,65,1950-06-01,1951-06-01
347,Sara,Williams,139,57,1991-03-04,1992-03-03
348,Brenda,Garcia,108,45,2017-05-12,2018-05-12
349,Leah,Harris,118,33,2006-04-09,2007-04-09
350,Maria,Taylor,65,49,2016-10-04,2017-10-04
351,Mark,Adams,36,39,2002-09-30,2003-09-30
352,Bridget,Thompson,416,41,1974-05-24,1975-05-24
353,Briana,Mckee,318,34,1958-06-23,1959-06-23
354,Tracy,Howe,445,76,2010-07-01,2011-07-01
355,Sarah,Combs,202,50,1965-10-28,1966-10-28
356,Brandon,Fields,392,31,1966-05-14,1967-05-14
357,Kenneth,Mendoza,211,56,1992-02-03,1993-02-02
358,Jessica,Boyd,161,36,1965-10-25,1966-10-25
359,Karen,Walker,5,22,1966-04-02,1967-04-02
360,Ian,Farmer,445,59,2010-04-29,2011-04-29
361,Travis,Robertson,27,27,2001-01-13,2002-01-13
362,David,Booth,66,33,1999-09-09,2000-09-08
363,Paul,Ochoa,480,33,1968-09-14,1969-09-14
364,Meredith,Buck,13,19,1957-03-16,1958-03-16
365,Kevin,Delgado,194,55,2001-02-27,2002-02-27
366,Madison,Salazar,457,62,1972-03-18,1973-03-18
367,Tonya,Sloan,310,31,1965-02-13,1966-02-13
368,Anne,Warner,413,75,2008-03-04,2009-03-04
369,Lisa,Robinson,257,65,1973-05-28,1974-05-28
370,Joseph,Roberts,158,55,2020-05-21,2021-05-21
371,Christina,Williams,71,48,1960-08-09,1961-08-09
372,Mary,Nguyen,432,20,1967-08-11,1968-08-10
373,Barbara,Clark,363,22,2016-03-10,2017-03-10
374,Benjamin,King,202,78,2000-11-14,2001-11-14
375,Sherri,White,60,29,1963-05-01,1964-04-30
376,Marcus,Hernandez,395,48,2003-05-31,2004-05-30
377,Caitlin,Clark,100,64,1955-07-01,1956-06-30
378,Darren,Wright,489,37,2000-01-30,2001-01-29
379,Kim,Chase,119,60,1987-02-11,1988-02-11
380,Willie,Bradley,203,41,1961-07-17,1962-07-17
381,Chris,Sullivan,178,29,1982-01-16,1983-01-16
382,Peter,Navarro,208,18,1961-06-05,1962-06-05
383,Pamela,Obrien,363,78,2019-03-28,2020-03-27
384,Brandy,French,140,29,1946-08-09,1947-08-09
385,Deborah,Huynh,410,22,2007-07-28,2008-07-27
386,Derrick,Parker,361,79,1976-11-24,1977-11-24
387,Joshua,Butler,163,47,2016-10-15,2017-10-15
388,Timothy,Lopez,303,67,2005-09-22,2006-09-22
389,Kevin,Sanchez,351,57,1974-03-25,1975-03-25
390,Lori,James,442,32,1975-03-02,1976-03-01
391,James,Frye,317,80,1958-04-06,1959-04-06
392,Jane,Hall,11,73,2017-11-28,2018-11-28
393,Michael,Ford,433,72,1974-04-22,1975-04-22
394,Christopher,Brewer,22,38,1994-07-17,1995-07-17
395,Melissa,Gutierrez,229,58,1976-11-21,1977-11-21
396,Susan,House,499,23,1955-04-19,1956-04-18
397,Richard,Walker,364,18,1959-09-26,1960-09-25
398,Eric,Baker,478,49,1983-09-04,1984-09-03
399,Michael,Roberson,465,35,1971-01-12,1972-01-12
400,Eric,Perkins,95,28,2007-09-28,2008-09-27
401,Craig,Luna,489,63,1963-05-21,1964-05-20
402,Michael,Hammond,201,18,2015-05-27,2016-05-26
403,Stephen,Peters,136,69,2020-04-03,2021-04-03
404,Rachel,Kennedy,152,69,1972-07-21,1973-07-21
405,Jason,Aguirre,144,79,1958-02-26,1959-02-26
406,Tyler,Clark,191,36,1955-01-11,1956-01-11
407,Nicole,Castillo,164,18,1958-11-09,1959-11-09
408,Elijah,Mosley,283,54,1947-02-17,1948-02-17
409,Theresa,Hill,75,25,2009-05-21,2010-05-21
410,Jeffrey,Smith,147,40,2019-10-06,2020-10-05
411,Cory,Mclaughlin,342,47,2016-04-04,2017-04-04
412,Shannon,Nguyen,78,32,1978-09-03,1979-09-03
413,Karen,Heath,388,34,2007-10-02,2008-10-01
414,Jason,Rodriguez,89,52,2018-05-25,2019-05-25
415,Kimberly,Johnson,21,49,1988-07-10,1989-07-10
416,Marvin,Cameron,78,26,1954-01-14,1955-01-14
417,Roger,Terrell,73,37,2003-05-04,2004-05-03
418,Brandon,Davis,107,50,2014-04-27,2015-04-27
419,Sharon,Jones,165,56,1962-11-16,1963-11-16
420,Troy,Reyes,438,49,1963-09-05,1964-09-04
421,Joyce,Johnson,37,62,1998-07-14,1999-07-14
422,Susan,Ross,99,29,1963-08-24,1964-08-23
423,Robin,Small,284,58,1954-04-05,1955-04-05
424,Tara,Vang,399,34,1946-06-08,1947-06-08
425,Devin,Lee,485,37,2003-07-26,2004-07-25
426,Sarah,Banks,252,54,2015-04-22,2016-04-21
427,Margaret,Smith,286,53,1970-09-07,1971-09-07
428,Megan,Hall,221,63,1958-10-29,1959-10-29
429,Daniel,Shannon,340,28,1960-09-01,1961-09-01
430,Ashley,Jennings,273,26,2017-04-21,2018-04-21
431,Brian,Cuevas,23,79,2021-08-22,2022-08-22
432,Jorge,Herrera,320,27,1996-06-14,1997-06-14
433,April,Park,439,39,1946-10-16,1947-10-16
434,Teresa,Thompson,33,74,1958-05-27,1959-05-27
435,Courtney,Conrad,368,66,1957-04-24,1958-04-24
436,Linda,Williams,92,65,1979-01-17,1980-01-17
437,James,Sims,412,61,1957-08-28,1958-08-28
438,Elizabeth,Edwards,251,74,1982-07-12,1983-07-12
439,Patricia,Rodriguez,185,42,2003-08-10,2004-08-09
440,Kristine,Perry,486,73,2017-05-07,2018-05-07
441,Joshua,Taylor,190,28,1956-11-17,1957-11-17
442,Lisa,Crosby,274,22,1992-06-10,1993-06-10
443,James,Navarro,132,39,1980-08-17,1981-08-17
444,Marie,Petty,147,31,1981-05-15,1982-05-15
445,Richard,Beltran,300,52,2010-09-16,2011-09-16
446,Darrell,Carrillo,328,55,1996-05-27,1997-05-27
447,Christopher,Crane,318,55,2003-04-23,2004-04-22
448,Karen,Martin,367,57,2016-09-08,2017-09-08
449,Kimberly,Benitez,277,65,1994-09-29,1995-09-29
450,Adrian,Mack,60,61,1951-08-31,1952-08-30
451,Joseph,Knight,483,27,2013-03-30,2014-03-30
452,Jennifer,Thomas,343,22,1966-11-25,1967-11-25
453,Michael,Cline,465,31,1951-05-27,1952-05-26
454,Peter,Dennis,233,20,1951-06-06,1952-06-05
455,Richard,White,207,72,1992-10-07,1993-10-07
456,Michael,Juarez,441,36,2014-01-23,2015-01-23
457,Anthony,Wilkerson,135,48,1976-01-22,1977-01-21
458,Cynthia,Ryan,142,29,1947-09-20,1948-09-19
459,Anna,Brooks,109,38,1950-04-08,1951-04-08
460,Cole,Kane,304,68,2007-01-11,2008-01-11
461,Brandi,Fernandez,368,28,1998-05-29,1999-05-29
462,Jerry,Merritt,126,40,1980-04-04,1981-04-04
463,Robert,Johnson,334,43,1983-08-17,1984-08-16
464,John,Diaz,179,51,2012-03-29,2013-03-29
465,Craig,Clark,207,70,1981-05-27,1982-05-27
466,Jennifer,Taylor,18,27,1958-07-11,1959-07-11
467,Jeffrey,Torres,83,18,2012-05-06,2013-05-06
468,Phillip,Vance,492,59,1947-09-03,1948-09-02
469,Susan,Thomas,238,58,2015-09-28,2016-09-27
470,Jeremy,Sanford,455,59,1990-05-01,1991-05-01
471,Suzanne,Jones,489,78,1993-05-15,1994-05-15
472,Kim,Carlson,301,54,1984-02-05,1985-02-04
473,David,Sanchez,187,47,1973-08-28,1974-08-28
474,Leah,Glover,178,32,1951-10-13,1952-10-12
475,Molly,Williams,382,20,1990-10-06,1991-10-06
476,Sarah,Nelson,109,23,2000-11-25,2001-11-25
