manger_ID,First Name,Last Name,Team ID,Age,Date,End Date
163,Jennifer,Smith,54,22,1957-06-29,1958-06-29
164,John,Anderson,185,37,1952-10-24,1953-10-24
165,Jason,Salazar,78,66,2010-08-06,2011-08-06
166,Rita,Harris,187,31,1990-07-10,1991-07-10
167,Katie,Ortiz,252,18,1999-06-11,2000-06-10
168,Nancy,Collins,176,26,1947-05-24,1948-05-23
169,Stephanie,Gomez,448,55,2011-07-05,2012-07-04
170,Anita,Salinas,467,76,1986-10-22,1987-10-22
171,Candace,Wilson,499,43,1973-09-04,1974-09-04
172,Daniel,Bowen,192,66,1980-05-03,1981-05-03
173,Gregory,Barnett,392,73,1967-07-08,1968-07-07
174,Wanda,Ramos,375,46,1996-08-17,1997-08-17
175,Tammy,Lynch,202,33,1979-10-10,1980-10-09
176,William,Garcia,14,48,1972-02-05,1973-02-04
177,Joy,Hughes,133,19,1981-11-27,1982-11-27
178,Shelby,Burgess,426,64,2003-07-19,2004-07-18
179,Michael,Gray,98,55,1999-01-20,2000-01-20
180,Alexandra,Bryant,135,33,1995-05-21,1996-05-20
181,Christine,Travis,454,47,1971-01-24,1972-01-24
182,Sarah,Cox,379,64,1994-03-26,1995-03-26
183,Stacy,Chandler,306,78,2009-03-22,2010-03-22
184,Amber,Taylor,282,50,2019-09-08,2020-09-07
185,Justin,Herring,41,31,1974-05-13,1975-05-13
186,Erin,Newman,373,21,2013-11-17,2014-11-17
187,Lisa,Barnes,384,78,1959-09-02,1960-09-01
188,Luis,Carlson,65,72,2003-06-08,2004-06-07
189,Matthew,Mcdonald,110,65,1952-10-01,1953-10-01
190,Ashley,Smith,375,78,2012-06-30,2013-06-30
191,Jessica,Mitchell,84,71,2005-09-08,2006-09-08
192,Kyle,Mccoy,201,24,2007-10-08,2008-10-07
193,John,Brown,106,65,2012-08-08,2013-08-08
194,Haley,Evans,147,52,1988-09-24,1989-09-24
195,Christopher,Campbell,154,46,1982-04-29,1983-04-29
196,Patricia,Watson,218,55,2004-01-07,2005-01-06
197,David,Wright,413,78,2019-09-26,2020-09-25
198,Julie,Smith,279,55,1957-04-05,1958-04-05
199,Deborah,Haas,24,53,1954-04-07,1955-04-07
200,Benjamin,Griffin,330,30,2019-01-10,2020-01-10
201,Alexander,Miller,458,23,2005-07-11,2006-07-11
202,Michael,Lucas,117,75,2014-06-11,2015-06-11
203,Kevin,Carpenter,188,78,1951-08-17,1952-08-16
204,Nathan,Underwood,311,56,1992-11-14,1993-11-14
205,Cynthia,Campbell,451,78,2021-09-12,2022-09-12
206,Courtney,Clark,402,56,1991-06-30,1992-06-29
207,Sarah,Peters,317,78,1991-11-23,1992-11-22
208,Lisa,Murphy,129,61,2015-03-30,2016-03-29
209,Douglas,Patel,39,75,1999-11-22,2000-11-21
210,Kimberly,Reed,43,56,1970-01-30,1971-01-30
211,Brian,King,203,42,1966-01-02,1967-01-02
212,Sarah,Scott,440,68,1960-07-06,1961-07-06
213,Howard,Martin,123,39,1951-10-30,1952-10-29
214,Jonathan,Williams,265,43,1952-02-01,1953-01-31
215,Valerie,Garcia,486,76,1981-09-26,1982-09-26
216,Courtney,Gomez,426,42,2020-03-23,2021-03-23
217,Mia,Brock,465,64,2017-08-28,2018-08-28
218,Catherine,Boyle,405,39,2021-09-13,2022-09-13
219,Jill,Carrillo,459,75,1958-07-22,1959-07-22
220,Joseph,Russell,210,23,1963-01-22,1964-01-22
221,Janet,Ayers,25,56,2020-09-21,2021-09-21
222,Gabriel,Johnson,386,31,1964-04-07,1965-04-07
223,Jessica,Sawyer,32,70,2021-01-18,2022-01-18
224,Steven,Anderson,491,39,2014-07-16,2015-07-16
225,Molly,Nelson,224,67,1970-01-18,1971-01-18
226,Eric,Navarro,311,20,1999-03-21,2000-03-20
227,Erica,Martinez,166,57,1961-08-14,1962-08-14
228,Joyce,Washington,135,37,1958-10-19,1959-10-19
229,Hannah,Freeman,297,30,2020-11-05,2021-11-05
230,Adam,Lane,144,26,1991-09-29,1992-09-28
231,Jose,Bullock,280,77,1990-03-05,1991-03-05
232,Jonathan,Small,311,60,1980-01-07,1981-01-06
233,Daniel,Butler,222,42,2008-05-23,2009-05-23
234,Kristin,Mann,9,35,1951-02-20,1952-02-20
235,Daryl,Nielsen,277,32,1962-06-15,1963-06-15
236,John,Barker,239,67,1980-10-22,1981-10-22
237,Linda,Edwards,44,61,1965-10-10,1966-10-10
238,Katherine,Santiago,377,20,1981-04-29,1982-04-29
239,Anthony,Nelson,405,58,2016-07-19,2017-07-19
240,James,Andersen,135,28,2003-11-23,2004-11-22
241,Sara,Boyd,499,78,2004-06-03,2005-06-03
242,Lisa,Gomez,300,47,1988-08-26,1989-08-26
243,Judith,Alexander,382,20,1973-01-01,1974-01-01
244,Shawn,Dixon,353,25,1969-11-28,1970-11-28
245,Troy,Suarez,376,49,2020-10-26,2021-10-26
246,Bethany,Vargas,19,52,1946-03-06,1947-03-06
247,Makayla,Guzman,251,80,1975-04-25,1976-04-24
248,Justin,Craig,362,22,1960-08-29,1961-08-29
249,Matthew,Mitchell,224,71,1972-07-21,1973-07-21
250,Sarah,Mason,39,19,2014-09-10,2015-09-10
251,Leslie,Morrison,11,65,2001-02-09,2002-02-09
252,James,Armstrong,255,36,2013-07-20,2014-07-20
253,Harry,White,248,70,1972-06-14,1973-06-14
254,Jamie,Thomas,264,24,2012-04-27,2013-04-27
255,Pamela,Rodriguez,406,24,1961-03-19,1962-03-19
256,Alexandra,Carpenter,356,34,1959-08-15,1960-08-14
257,William,Lawson,43,48,1982-06-06,1983-06-06
258,George,Crane,286,73,2020-02-03,2021-02-02
259,Kyle,Pennington,51,45,1962-08-05,1963-08-05
260,Paul,Arnold,116,59,1961-07-03,1962-07-03
261,Katelyn,Taylor,477,71,2013-02-26,2014-02-26
262,Ashley,Ross,372,21,2021-01-30,2022-01-30
263,Michael,Harris,279,79,1964-08-19,1965-08-19
264,Bryan,Knapp,126,78,2010-10-08,2011-10-08
265,Anna,Young,402,19,1966-09-10,1967-09-10
266,Noah,Valdez,300,80,1990-01-16,1991-01-16
267,Melanie,Guerrero,99,23,2006-11-15,2007-11-15
268,Deborah,Pugh,223,27,2005-06-29,2006-06-29
269,Mary,Tucker,175,40,2002-01-11,2003-01-11
270,Lauren,Clark,63,67,2012-02-19,2013-02-18
271,Raymond,Smith,451,32,2023-03-14,2024-03-13
272,Daniel,Young,440,43,2016-09-12,2017-09-12
273,Michael,Haynes,307,55,2000-09-24,2001-09-24
274,Ashley,Davis,284,61,1993-07-20,1994-07-20
275,Kimberly,Smith,135,31,1978-03-13,1979-03-13
276,Matthew,Mendoza,371,18,1987-07-03,1988-07-02
277,Melissa,Day,466,71,1956-02-17,1957-02-16
278,Dustin,Hansen,317,58,1992-09-22,1993-09-22
279,Emily,Gonzalez,212,44,2023-03-07,2024-03-06
280,Kristen,Doyle,292,23,1992-07-11,1993-07-11
281,Tammy,Barton,6,25,1963-07-31,1964-07-30
282,Andrea,Henry,191,24,1990-06-17,1991-06-17
283,Jacqueline,Johnson,186,66,1981-02-09,1982-02-09
284,Amanda,Hawkins,4,27,1999-03-10,2000-03-09
285,Lawrence,Ramirez,452,39,1970-09-22,1971-09-22
286,Sandra,Dixon,190,79,2003-01-18,2004-01-18
287,Jeffrey,Carter,133,46,1950-09-10,1951-09-10
288,Denise,Griffin,225,67,2002-04-07,2003-04-07
289,Samantha,Thompson,233,32,1978-01-29,1979-01-29
290,Madison,Barber,86,53,2016-02-29,2017-02-28
291,Michael,Silva,93,29,1964-11-04,1965-11-04
292,William,Fritz,1,19,1987-06-17,1988-06-16
293,Victoria,Jackson,95,55,2013-09-10,2014-09-10
294,Shannon,Salinas,264,44,1986-06-27,1987-06-27
295,Emily,Rogers,314,77,1958-08-09,1959-08-09
296,Sean,Cabrera,391,49,1974-08-31,1975-08-31
297,Tricia,Parsons,10,27,1952-06-09,1953-06-09
298,Traci,Smith,251,62,2022-11-08,2023-11-08
299,Anthony,Ramirez,427,77,2017-09-04,2018-09-04
300,Jonathan,Morgan,196,72,1983-02-23,1984-02-23
301,Justin,Ingram,356,26,1949-10-22,1950-10-22
302,Lisa,Jones,212,57,1963-06-07,1964-06-06
303,Jennifer,Howard,213,34,2018-04-15,2019-04-15
304,Theresa,Aguirre,368,46,2000-08-04,2001-08-04
305,Cameron,Gray,309,66,1971-08-17,1972-08-16
306,James,Miller,497,24,1965-03-20,1966-03-20
307,Claire,Freeman,339,47,1954-04-28,1955-04-28
308,Zachary,White,245,32,1998-09-01,1999-09-01
309,Alexandria,Hernandez,200,59,1999-05-11,2000-05-10
310,Scott,Wright,114,68,1991-06-24,1992-06-23
311,Shawn,Taylor,303,62,1986-11-05,1987-11-05
312,John,Parker,275,58,1957-06-26,1958-06-26
313,Ashley,Molina,416,69,1947-02-16,1948-02-16
314,Nicholas,Miller,224,73,1953-06-03,1954-06-03
315,Hannah,Bentley,54,70,1954-09-10,1955-09-10
316,Michelle,Hayes,80,22,1993-10-20,1994-10-20
317,Jeremy,Edwards,339,69,1968-02-22,1969-02-21
318,Christopher,Espinoza,342,58,2004-07-07,2005-07-07
319,Samantha,Jackson,195,48,1979-03-15,1980-03-14
320,Robert,Williams,305,54,1958-06-15,1959-06-15
321,Jacob,Martin,476,43,1960-05-28,1961-05-28
322,Courtney,Coleman,80,27,1971-07-12,1972-07-11
323,Sarah,Jordan,357,44,1972-06-16,1973-06-16
324,Isabella,Glover,222,63,2013-10-24,2014-10-24
325,Brittney,Williams,58,22,2018-06-29,2019-06-29
326,William,Munoz,286,31,2011-04-07,2012-04-06
327,Dale,Carr,424,23,2015-09-24,2016-09-23
328,Shelby,Gonzales,257,53,2010-09-29,2011-09-29
329,Todd,Johnson,127,18,2013-08-24,2014-08-24
330,Michael,Beck,144,49,1952-01-09,1953-01-08
331,Billy,Lee,39,41,1956-05-10,1957-05-10
332,Angela,Gilbert,177,79,1987-09-22,1988-09-21
333,Wendy,Olsen,220,65,1967-07-12,1968-07-11
334,Vincent,Anthony,427,52,1957-04-27,1958-04-27
335,Scott,Allen,303,79,1998-07-24,1999-07-24
336,Ashley,Johnson,144,34,2022-08-23,2023-08-23
337,David,Ford,217,31,1972-11-12,1973-11-12
338,Robert,Gibbs,139,53,2015-09-20,2016-09-19
339,Travis,Bates,403,71,1959-10-20,1960-10-19
340,John,Williams,146,80,1998-09-12,1999-09-12
341,Steven,Wallace,212,33,1978-04-25,1979-04-25
342,Rose,Pena,296,70,1977-05-27,1978-05-27
343,Gloria,Brooks,185,40,2022-10-19,2023-10-19
344,Dana,Schmidt,317,73,2005-05-07,2006-05-07
345,Mark,Rodriguez,66,74,1964-02-29,1965-02-28
346,Kyle,Stevenson,356,27,1999-08-23,2000-08-22
347,Valerie,Gomez,271,26,1967-01-30,1968-01-30
348,Bryan,Benson,194,41,1948-06-15,1949-06-15
349,Teresa,Duffy,129,78,1964-08-03,1965-08-03
350,Eric,Gray,101,56,2015-07-19,2016-07-18
351,David,Bell,119,46,1976-04-19,1977-04-19
352,Melanie,Reyes,5,50,2009-07-06,2010-07-06
353,Scott,Maddox,418,24,2001-01-22,2002-01-22
354,Samantha,Hayes,215,30,2006-05-10,2007-05-10
355,Laura,Jensen,378,31,1991-09-13,1992-09-12
356,Vincent,Gaines,12,67,1991-06-19,1992-06-18
357,Joshua,Hughes,76,55,2023-07-01,2024-06-30
358,Melissa,Riley,322,77,1986-01-17,1987-01-17
359,Randy,Moss,69,57,2012-03-25,2013-03-25
360,Brian,Taylor,449,49,1965-10-07,1966-10-07
361,Douglas,Keith,424,22,1999-01-12,2000-01-12
362,Nicholas,Adams,318,78,2006-08-31,2007-08-31
363,Danielle,Sherman,75,48,2007-10-10,2008-10-09
364,Tracy,Phillips,421,28,1992-03-03,1993-03-03
365,Laurie,Ortiz,222,60,2003-07-20,2004-07-19
366,Brett,Grimes,210,70,2000-11-19,2001-11-19
367,Theresa,Rangel,384,34,2016-02-11,2017-02-10
368,Jamie,Roy,464,26,1996-07-06,1997-07-06
369,Brandon,Mitchell,393,69,2006-03-13,2007-03-13
370,Anna,Thomas,321,20,1954-10-24,1955-10-24
371,Omar,Zimmerman,162,24,1970-07-23,1971-07-23
372,Lauren,Adams,410,24,1968-04-02,1969-04-02
373,Matthew,French,210,22,1960-02-22,1961-02-21
374,Tina,Ryan,407,25,2005-07-15,2006-07-15
375,Carol,Johnson,339,58,2017-11-04,2018-11-04
376,Claudia,Jones,99,78,1973-02-16,1974-02-16
377,Sandra,Morales,302,20,1961-07-08,1962-07-08
378,Ryan,Kim,327,19,2016-08-05,2017-08-05
379,Jeffrey,Young,349,69,1958-09-19,1959-09-19
380,Jerry,Phillips,462,56,1997-05-01,1998-05-01
381,David,Stewart,468,43,2011-08-14,2012-08-13
382,Devin,Ward,49,60,1979-05-28,1980-05-27
383,Benjamin,Taylor,264,49,1990-09-11,1991-09-11
384,William,Cox,446,54,1985-05-03,1986-05-03
385,Elizabeth,Clark,244,24,1970-08-22,1971-08-22
386,Ricardo,Jones,69,48,1998-06-07,1999-06-07
387,Dana,Burns,251,73,1947-08-24,1948-08-23
388,Aaron,Rodriguez,175,66,2018-01-26,2019-01-26
389,Alicia,Campbell,353,70,1974-03-13,1975-03-13
390,Jeffery,Williams,117,76,1952-02-14,1953-02-13
391,Eric,Daugherty,339,39,1997-10-20,1998-10-20
392,Bruce,Johnson,293,70,1962-07-05,1963-07-05
393,Andre,Carrillo,472,45,2001-06-23,2002-06-23
394,Haley,Williamson,4,52,1970-02-05,1971-02-05
395,Nicholas,Frank,40,64,1991-05-20,1992-05-19
396,Curtis,Carlson,383,58,1997-02-19,1998-02-19
397,Alexander,Baker,318,67,1966-04-06,1967-04-06
398,Jamie,Foster,331,52,1969-06-14,1970-06-14
399,Gail,Faulkner,356,61,1967-08-19,1968-08-18
400,Kimberly,Young,481,51,2020-07-28,2021-07-28
401,Tommy,Taylor,304,45,2009-11-27,2010-11-27
402,Micheal,Newton,97,62,1952-08-30,1953-08-30
403,Megan,Shaw,258,39,1950-10-04,1951-10-04
404,Richard,Phillips,478,49,1999-02-19,2000-02-19
405,Brandi,Smith,12,75,1964-10-22,1965-10-22
406,Margaret,Shannon,447,46,1991-07-01,1992-06-30
407,Jo,Benton,449,51,1968-08-27,1969-08-27
408,Jessica,Perez,393,56,1965-01-15,1966-01-15
409,Nicole,Watson,177,33,2013-04-30,2014-04-30
410,Kelsey,Walton,429,60,2009-07-09,2010-07-09
411,Nicholas,Smith,427,64,1996-03-26,1997-03-26
412,Adam,Long,81,76,1954-09-10,1955-09-10
413,Jeremy,Bush,450,71,1951-07-15,1952-07-14
414,Jennifer,Perry,394,37,1951-05-28,1952-05-27
415,Pamela,Young,193,33,1956-01-10,1957-01-09
416,Theresa,Price,61,19,1986-10-06,1987-10-06
417,Nicole,Manning,208,63,2013-07-10,2014-07-10
418,Juan,Wilson,103,66,1950-06-01,1951-06-01
419,Daniel,Elliott,126,40,2010-03-30,2011-03-30
420,Timothy,Mcconnell,43,60,1950-09-07,1951-09-07
421,William,Ruiz,36,62,1954-10-23,1955-10-23
422,David,Anderson,22,62,1991-03-13,1992-03-12
423,Mary,Thornton,381,53,1980-03-25,1981-03-25
424,James,Jones,15,32,1992-05-09,1993-05-09
425,Alexander,Novak,142,77,2010-05-15,2011-05-15
426,Mary,Baker,173,37,2002-01-04,2003-01-04
427,Morgan,Wood,387,53,2005-01-19,2006-01-19
428,Jacob,Howard,488,43,1953-06-21,1954-06-21
429,Caroline,Huffman,493,51,2019-03-21,2020-03-20
430,Scott,Lee,157,24,1972-03-19,1973-03-19
431,Sean,Cole,117,26,1982-03-30,1983-03-30
432,James,Rice,235,31,1989-02-21,1990-02-21
433,Lauren,Thomas,387,18,1971-08-02,1972-08-01
434,Brianna,Gonzales,260,53,2014-02-19,2015-02-19
435,Andrea,Phillips,454,64,1981-03-02,1982-03-02
436,Colleen,Bush,30,60,1978-01-17,1979-01-17
437,Maria,Anderson,181,60,2014-01-25,2015-01-25
438,Margaret,Bell,138,32,1952-10-09,1953-10-09
439,Amber,Scott,322,79,1956-10-17,1957-10-17
440,Gavin,Gould,465,31,1998-01-10,1999-01-10
441,Justin,Perez,257,58,1949-07-10,1950-07-10
442,William,Mcclure,61,26,2005-04-12,2006-04-12
443,Colleen,Odonnell,66,70,1962-03-04,1963-03-04
444,Abigail,Cochran,38,76,1947-04-14,1948-04-13
445,Alexa,Holt,8,72,1989-05-16,1990-05-16
446,Monica,Jimenez,274,25,1958-07-21,1959-07-21
447,Sarah,Gallegos,45,29,1966-08-14,1967-08-14
448,Michael,Wilson,419,36,1988-06-28,1989-06-28
449,Stacy,Rios,282,21,1984-05-06,1985-05-06
450,Henry,Gill,130,52,2020-04-27,2021-04-27
451,Jeffrey,Flowers,218,61,1979-08-09,1980-08-08
452,Julia,Anderson,327,65,1980-09-13,1981-09-13
453,Dawn,Taylor,107,73,2003-03-04,2004-03-03
454,Jeremy,Castro,321,69,1967-08-29,1968-08-28
455,Michele,Mcbride,172,38,1977-09-13,1978-09-13
456,Becky,Larson,200,32,1998-05-25,1999-05-25
457,Christopher,Leblanc,145,76,1995-06-11,1996-06-10
458,Abigail,Ramirez,285,37,1959-07-12,1960-07-11
459,Marisa,Martin,84,39,1970-07-27,1971-07-27
460,Joel,Lewis,405,68,2008-06-28,2009-06-28
461,Laura,Brown,114,54,1961-05-05,1962-05-05
462,Kimberly,Robinson,411,30,1966-01-21,1967-01-21
463,Christopher,Roberts,111,36,1959-06-13,1960-06-12
464,Debra,Little,140,23,1947-01-07,1948-01-07
465,Jason,Arnold,87,19,1946-01-09,1947-01-09
466,Dustin,Calderon,67,30,1976-05-28,1977-05-28
467,Nicole,Hogan,147,19,1985-07-02,1986-07-02
468,Margaret,Williams,28,42,1959-07-31,1960-07-30
469,Dustin,Salazar,112,54,2006-10-07,2007-10-07
470,Andrew,Becker,234,19,1952-04-27,1953-04-27
471,Lisa,Hodges,91,22,1961-02-12,1962-02-12
472,Sheila,Johnson,465,57,2012-06-15,2013-06-15
473,Marco,Pope,479,59,1990-06-25,1991-06-25
474,Edward,Perry,410,26,1948-06-01,1949-06-01
475,Jennifer,Chavez,169,79,1947-05-02,1948-05-01
